DATE,SALES,COST_OF_SALES,QUANTITY_SOLD,PRICE_PER_UNIT,GROSS_PROFIT,GROSS_PROFIT_PERCENT,GROSS_PROFIT_PER_UNIT,TOTAL_REVENUE,AVG_UNIT_SALES_PRICE,SALES_STATUS,PROMOTION_PERIOD,LOSS_STATUS
20/4/2014,114279.57730,117190.82620,3429,33,-2911,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/4/2015,57233.40664,55706.87543,1365,42,1527,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/4/2016,166395.44580,179020.54250,4838,34,-12625,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/5/2014,178123.53210,187748.17220,5550,32,-9625,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/5/2015,166176.28380,178568.18050,4394,38,-12392,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/5/2016,96830.90242,83926.00350,2302,42,12905,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/6/2014,203165.08300,205350.64310,6119,33,-2186,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/6/2015,169304.27830,162287.90920,4027,42,7016,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/6/2016,143809.72060,148953.91090,4097,35,-5144,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/7/2014,85078.24369,83020.51413,2428,35,2058,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/7/2015,69926.65036,71362.51784,1787,39,-1436,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/7/2016,42723.52446,36607.39066,1016,42,6116,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/8/2014,171587.33230,174723.17540,5151,33,-3136,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/8/2015,24754.95718,25407.17407,643,38,-652,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/8/2016,249981.24970,262145.17730,7220,35,-12164,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/9/2014,153569.06190,151376.13560,4383,35,2193,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/9/2015,41855.92876,39629.45187,1078,39,2226,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/9/2016,37923.76586,34031.14949,940,40,3893,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/1/2014,89922.01429,88388.91607,2638,34,1533,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/1/2015,62795.97915,64144.08888,1525,41,-1348,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/1/2016,67046.27342,61894.26256,1628,41,5152,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/10/2014,103395.69130,100424.15570,2815,37,2972,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/10/2015,53678.17911,51999.86087,1361,39,1678,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/10/2016,96020.54537,86810.27753,2249,43,9210,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/11/2014,53973.92224,47192.49828,1281,42,6781,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/11/2015,309518.07210,338720.02360,8811,35,-29202,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/12/2014,173833.40010,190644.50160,4541,38,-16811,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/12/2015,289243.38310,312784.97430,8196,35,-23542,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/2/2014,317916.31790,322089.78900,9802,32,-4173,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/2/2015,267782.15400,283430.33680,7102,38,-15648,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/2/2016,96957.29584,86455.49438,2308,42,10502,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/3/2014,200939.69240,192019.14430,5735,35,8921,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/3/2015,121360.88510,120829.28800,2947,41,532,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/3/2016,48037.79990,45187.64158,1143,42,2850,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/4/2014,161170.82040,165415.08380,4834,33,-4244,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/4/2015,56874.34546,55172.17123,1353,42,1702,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/4/2016,167796.35480,182485.09890,4914,34,-14689,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/5/2014,194878.80260,204460.66540,6070,32,-9582,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/5/2015,84604.37757,81763.26739,2012,42,2841,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/5/2016,99380.39460,86179.51339,2363,42,13201,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/6/2014,203345.24460,206918.91260,6161,33,-3574,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/6/2015,89512.24284,85781.80703,2128,42,3730,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/6/2016,123252.15110,127533.00930,3509,35,-4281,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/7/2014,86738.06743,84643.27183,2475,35,2095,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/7/2015,71973.04430,73851.78840,1846,39,-1879,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/7/2016,35169.91581,30133.31864,836,42,5037,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/8/2014,164208.06060,167239.64880,4928,33,-3032,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/8/2015,76691.28303,78691.95632,2006,38,-2001,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/8/2016,136480.24910,143734.22720,3958,34,-7254,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
21/9/2014,75633.32059,74546.66825,2159,35,1087,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/9/2015,44303.46649,41485.45872,1124,39,2818,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
21/9/2016,50084.81270,44832.21260,1241,40,5253,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/1/2014,57806.30278,57157.28254,1704,34,649,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/1/2015,66550.98983,67952.15055,1616,41,-1401,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/1/2016,266949.23880,294322.92720,7806,34,-27374,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/10/2014,99075.59910,96511.72216,2701,37,2564,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/10/2015,55930.16864,54177.69006,1419,39,1752,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/10/2016,105662.59420,95930.01651,2472,43,9733,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/11/2014,47497.98253,41179.08825,1122,42,6319,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/11/2015,152504.63170,167600.65090,4345,35,-15096,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/12/2014,204565.08180,210188.90940,5014,41,-5624,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/12/2015,313125.33250,338299.61780,8863,35,-25174,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/2/2014,309217.87560,320116.92430,9772,32,-10899,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/2/2015,136052.68840,144020.12280,3608,38,-7967,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/2/2016,85224.47709,75960.71802,2028,42,9264,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/3/2014,172953.92470,165201.30500,4936,35,7753,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/3/2015,66954.36637,66756.37644,1626,41,198,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/3/2016,65905.72326,62023.88130,1573,42,3882,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/4/2014,182483.14650,187344.73720,5475,33,-4862,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/4/2015,132737.73700,140263.93010,3439,39,-7526,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/4/2016,351146.01700,380098.15640,10269,34,-28952,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/5/2014,115475.09690,115011.32260,3421,34,464,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/5/2015,321821.02030,346487.52030,8526,38,-24667,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/5/2016,61656.18133,53463.73456,1466,42,8192,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/6/2014,134944.48900,135372.52700,4015,34,-428,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/6/2015,85984.07534,82427.23154,2046,42,3557,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/6/2016,40067.15121,34559.08452,953,42,5508,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/7/2014,56673.61581,55278.70783,1618,35,1395,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/7/2015,44304.89836,45468.83698,1142,39,-1164,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/7/2016,61148.20501,52384.44748,1454,42,8764,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/8/2014,376778.83570,384006.04530,11309,33,-7227,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/8/2015,102231.21180,104713.00750,2677,38,-2482,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/8/2016,127369.80260,133350.16140,3672,35,-5980,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
22/9/2014,90815.92981,89653.63759,2592,35,1162,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/9/2015,46599.29813,43806.73201,1182,39,2793,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
22/9/2016,41885.82828,37565.47859,1039,40,4320,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/1/2014,63977.75035,62863.98724,1872,34,1114,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/1/2015,154670.89070,158031.79100,3757,41,-3361,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/1/2016,315272.22480,346093.06700,9210,34,-30821,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/10/2014,97476.14472,94763.84255,2651,37,2712,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/10/2015,185771.00150,192527.01100,5042,37,-6756,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/10/2016,54738.48352,49990.51929,1280,43,4748,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/11/2014,31219.95153,26893.30468,737,42,4327,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/11/2015,79711.58341,74375.78871,1937,41,5336,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/12/2014,316394.73090,326627.13840,7778,41,-10232,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/12/2015,268330.39270,249584.21520,6534,41,18746,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/2/2014,138491.55000,140752.60160,4270,32,-2261,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/2/2015,86703.31409,85730.96654,2150,40,972,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/2/2016,54612.87884,49071.80254,1301,42,5541,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/3/2014,70194.79954,67061.62271,2003,35,3133,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/3/2015,81342.15076,81132.01290,1976,41,210,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/3/2016,84870.05130,81472.82718,2065,41,3397,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/4/2014,109358.41250,106849.89880,3121,35,2509,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/4/2015,60310.33895,58446.05493,1434,42,1864,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/4/2016,420738.82180,455415.34930,12317,34,-34677,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/5/2014,430521.02450,449274.18630,13384,32,-18753,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/5/2015,418715.41060,450936.27930,11096,38,-32221,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/5/2016,69163.55737,59948.43871,1644,42,9215,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/6/2014,138298.21020,139206.02690,4133,33,-908,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/6/2015,64956.46208,62169.77712,1546,42,2787,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/6/2016,143752.73680,155659.53370,4305,33,-11907,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/7/2014,165742.17050,173725.35750,5106,32,-7983,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/7/2015,66799.72373,69323.64787,1734,39,-2524,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/7/2016,77171.70180,66113.83204,1835,42,11058,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/8/2014,453633.47400,463250.07130,13613,33,-9617,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/8/2015,56974.86803,57548.98515,1467,39,-574,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/8/2016,43537.72816,37649.38753,1035,42,5888,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/9/2014,110118.15640,108880.40900,3143,35,1238,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
23/9/2015,125182.75720,138583.83780,3725,34,-13401,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
23/9/2016,147503.57320,131964.51580,3657,40,15539,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/1/2014,116958.79980,114823.79520,3423,34,2135,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/1/2015,158722.10560,162082.41840,3855,41,-3360,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/1/2016,149138.92150,163505.71300,4351,34,-14367,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/10/2014,248974.65280,241961.14320,6781,37,7014,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/10/2015,253116.91320,262409.56940,6872,37,-9293,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/10/2016,40131.57351,36347.69872,940,43,3784,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/11/2014,26870.32387,23516.04172,641,42,3354,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/11/2015,111021.37910,121456.52400,3160,35,-10435,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/12/2014,486230.32020,495909.08960,11809,41,-9679,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/12/2015,392228.13800,364396.19420,9540,41,27832,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/2/2014,133146.22220,134505.40420,4106,32,-1359,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/2/2015,95474.35737,100867.52410,2530,38,-5393,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/2/2016,81530.61238,81738.05644,2213,37,-207,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/3/2014,81378.21463,77703.64633,2323,35,3675,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/3/2015,125060.70790,136375.15270,3312,38,-11314,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/3/2016,262459.50570,259298.45660,6588,40,3161,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/4/2014,98430.11411,96197.48223,2809,35,2233,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/4/2015,343587.00850,362390.59600,8892,39,-18804,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/4/2016,186166.15080,202391.17870,5453,34,-16225,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/5/2014,590642.82570,614245.79410,18356,32,-23603,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/5/2015,169541.26590,182419.14140,4489,38,-12878,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/5/2016,113112.86500,117414.69890,3224,35,-4302,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/6/2014,36692.67986,35299.06424,1047,35,1394,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/6/2015,106613.43280,113428.47430,2822,38,-6815,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/6/2016,389904.00860,422372.58160,11667,33,-32469,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/7/2014,95618.24880,92416.90384,2729,35,3201,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/7/2015,125689.59280,130428.22640,3259,39,-4739,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/7/2016,40881.35491,35019.11264,972,42,5862,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
24/8/2014,214392.40090,218347.79780,6424,33,-3955,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/8/2015,59442.73112,59785.42861,1528,39,-343,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/8/2016,120407.41330,127699.41590,3549,34,-7292,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/9/2014,209908.38310,223554.08660,6457,33,-13646,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/9/2015,150036.80500,167704.85540,4492,33,-17668,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
24/9/2016,151639.18380,135498.16320,3758,40,16141,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/1/2014,155272.82480,152636.27660,4544,34,2637,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/1/2015,78092.27692,79795.04310,1897,41,-1703,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/1/2016,215171.03820,234621.59890,6278,34,-19451,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/10/2014,302721.68330,294129.67110,8249,37,8592,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/10/2015,118618.45370,122915.26700,3218,37,-4297,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/10/2016,70402.99193,63452.76104,1650,43,6950,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/11/2014,40530.64229,35674.19076,968,42,4856,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/11/2015,243161.25920,266054.36990,6924,35,-22893,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/12/2014,137686.53210,140525.78670,3344,41,-2839,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/12/2015,133728.98370,124363.55730,3256,41,9365,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/2/2014,224994.65620,227546.44660,6937,32,-2552,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/2/2015,198431.62750,209499.79410,5253,38,-11068,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/2/2016,160947.53260,162597.49680,4404,37,-1650,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/3/2014,130227.01470,127394.28920,3822,34,2833,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/3/2015,253218.83120,276194.82950,6704,38,-22976,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/3/2016,228124.39800,222208.35040,5652,40,5916,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/4/2014,295741.34700,292327.02830,8537,35,3414,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/4/2015,496882.31500,535306.00990,13144,38,-38424,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/4/2016,251449.52960,273255.09850,7372,34,-21806,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/5/2014,210764.71800,217364.46300,6500,32,-6600,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/5/2015,256434.50990,276173.79250,6795,38,-19739,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/5/2016,253686.30250,268974.57070,7392,34,-15288,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/6/2014,56077.54269,53925.25763,1601,35,2152,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/6/2015,183843.81730,195365.73070,4865,38,-11522,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/6/2016,461280.78560,498910.32900,13793,33,-37630,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/7/2014,515698.79580,538260.27180,15897,32,-22561,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/7/2015,138624.94500,143537.39520,3572,39,-4912,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/7/2016,43085.59501,36887.36617,1024,42,6198,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
25/8/2014,316404.06230,323293.39660,9493,33,-6889,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/8/2015,217683.36230,246975.73080,6360,34,-29292,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/8/2016,226375.54310,240429.68550,6647,34,-14054,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/9/2014,358365.68300,382967.98320,11039,32,-24602,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/9/2015,368037.69190,413540.80720,11030,33,-45503,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
25/9/2016,72457.29759,64758.50417,1797,40,7699,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/1/2014,82885.21591,81583.16695,2426,34,1302,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/1/2015,91830.40204,93808.08675,2230,41,-1978,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/1/2016,205197.89840,221931.58010,5992,34,-16734,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/10/2014,128520.72780,124739.23390,3502,37,3781,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/10/2015,123320.78400,128133.77860,3347,37,-4813,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/10/2016,62501.74070,56100.87429,1467,43,6401,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/11/2014,30371.43134,26054.84917,709,43,4317,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/11/2015,311443.18120,355343.87180,9273,34,-43901,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/12/2014,48102.96241,49028.36507,1169,41,-925,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/12/2015,82778.44405,76876.49270,2013,41,5902,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/2/2014,225051.59150,228214.14210,6934,32,-3163,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/2/2015,157291.73400,166305.03760,4171,38,-9013,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/2/2016,188736.24740,183103.23370,4935,38,5633,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/3/2014,125310.03640,122275.10260,3666,34,3035,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/3/2015,229184.47190,250361.15020,6077,38,-21177,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/3/2016,162929.49210,161434.81510,4103,40,1495,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/4/2014,285053.97990,281159.58110,8209,35,3894,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/4/2015,200369.82990,210964.76810,5179,39,-10595,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/4/2016,280321.81070,302469.83200,8211,34,-22148,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/5/2014,218189.34850,225607.59520,6752,32,-7418,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/5/2015,199385.91240,214719.75280,5283,38,-15334,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/5/2016,210305.29190,223289.08460,6138,34,-12984,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/6/2014,55780.70745,53688.24120,1592,35,2092,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/6/2015,319579.79410,339241.69180,8450,38,-19662,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/6/2016,221578.69680,240449.62230,6641,33,-18871,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/7/2014,562590.36650,586670.51410,17343,32,-24080,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/7/2015,81715.04533,85089.22343,2109,39,-3374,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/7/2016,43894.99343,37604.65842,1044,42,6290,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
26/8/2014,242824.50130,259860.51250,7619,32,-17036,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/8/2015,275458.80690,307092.27440,8035,34,-31633,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
